,CustomerID,CustomerName,BillToCustomerID,CustomerCategoryID,BuyingGroupID,PrimaryContactPersonID,AlternateContactPersonID,DeliveryMethodID,DeliveryCityID,PostalCityID,CreditLimit,AccountOpenedDate,StandardDiscountPercentage,IsStatementSent,IsOnCreditHold,PaymentDays,PhoneNumber,FaxNumber,DeliveryRun,RunPosition,WebsiteURL,DeliveryAddressLine1,DeliveryAddressLine2,DeliveryPostalCode,DeliveryLocation,PostalAddressLine1,PostalAddressLine2,PostalPostalCode,LastEditedBy,ValidFrom,ValidTo
319,519,"Wingtip Toys (Boynton, OK)",401,3,2,2237,2238,3,3755,3755,NULL,2013-01-01,0.0,0,0,7,(405) 555-0100,(405) 555-0101,,,http://www.wingtiptoys.com/Boynton,Shop 23,710 Rahimi Avenue,90760,0xE6100000010CEDC007578AD34140F8D7621F83EB57C0,PO Box 2795,Podnieksville,90760,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
320,520,"Wingtip Toys (Frenchburg, KY)",401,3,2,2239,2240,3,12341,12341,NULL,2013-01-01,0.0,0,0,7,(270) 555-0100,(270) 555-0101,,,http://www.wingtiptoys.com/Frenchburg,Suite 169,1392 Tuntayakul Lane,90218,0xE6100000010C1F9F909DB7F94240416898350CE854C0,PO Box 332,Celmaville,90218,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
321,521,"Wingtip Toys (Robertsdale, AL)",401,3,2,2241,2242,3,29166,29166,NULL,2013-01-01,0.0,0,0,7,(205) 555-0100,(205) 555-0101,,,http://www.wingtiptoys.com/Robertsdale,Shop 276,1856 Poddar Street,90580,0xE6100000010C2A5EC026C68D3E409EBDE94C90ED55C0,PO Box 655,Malladiville,90580,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
322,522,"Wingtip Toys (Dickerson, MD)",401,3,2,2243,2244,3,9064,9064,NULL,2013-01-01,0.0,0,0,7,(240) 555-0100,(240) 555-0101,,,http://www.wingtiptoys.com/Dickerson,Unit 116,1760 Gummadi Road,90783,0xE6100000010C01DC2C5E2C9C434005E09F52255B53C0,PO Box 3976,Thakurville,90783,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
323,523,"Wingtip Toys (Bruceton Mills, WV)",401,3,2,2245,2246,3,4352,4352,NULL,2013-01-01,0.0,0,0,7,(304) 555-0100,(304) 555-0101,,,http://www.wingtiptoys.com/BrucetonMills,Shop 64,36 Klaus Boulevard,90269,0xE6100000010C5A924D0350D4434079A16FC108E953C0,PO Box 3133,Kameiville,90269,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
324,524,"Wingtip Toys (Cloquet, MN)",401,3,2,2247,2248,3,6904,6904,NULL,2013-01-01,0.0,0,0,7,(218) 555-0100,(218) 555-0101,,,http://www.wingtiptoys.com/Cloquet,Unit 271,336 Kasesalu Lane,90639,0xE6100000010CE2BA18B95D5C4740EA8C3919661D57C0,PO Box 38,Radanville,90639,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
325,525,"Wingtip Toys (Claycomo, MO)",401,3,2,2249,2250,3,6687,6687,NULL,2013-01-01,0.0,0,0,7,(314) 555-0100,(314) 555-0101,,,http://www.wingtiptoys.com/Claycomo,Suite 255,1668 Nechita Boulevard,90501,0xE6100000010CC32B499EEB9943404B749659849F57C0,PO Box 9043,Wimmerville,90501,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
326,526,"Wingtip Toys (Beekmantown, NY)",401,3,2,2251,2252,3,2379,2379,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.wingtiptoys.com/Beekmantown,Unit 152,285 Kovacevic Boulevard,90800,0xE6100000010C432A7B01AC6246409680F33D7E5F52C0,PO Box 8723,Habibiville,90800,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
327,527,"Wingtip Toys (Islip Terrace, NY)",401,3,2,2253,2254,3,16741,16741,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.wingtiptoys.com/IslipTerrace,Suite 7,1820 Sedlar Crescent,90778,0xE6100000010C8B32C0AA1F5F4440056EDDCD534C52C0,PO Box 8865,Lovricville,90778,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
328,528,"Wingtip Toys (Rich Creek, VA)",401,3,2,2255,2256,3,28780,28780,NULL,2013-01-01,0.0,0,0,7,(276) 555-0100,(276) 555-0101,,,http://www.wingtiptoys.com/RichCreek,Suite 238,727 Yavuz Street,90588,0xE6100000010CB56BE7A0F0B0424070DBAD1BA53454C0,PO Box 6899,Methotville,90588,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
329,529,"Wingtip Toys (Griswoldville, GA)",401,3,2,2257,2258,3,14072,14072,NULL,2013-01-01,0.0,0,0,7,(229) 555-0100,(229) 555-0101,,,http://www.wingtiptoys.com/Griswoldville,Suite 270,1281 Kalejs Crescent,90110,0xE6100000010C136B4CE3726F40403431B84148DF54C0,PO Box 1422,Isaville,90110,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
330,530,"Wingtip Toys (East Mountain, TX)",401,3,2,2259,2260,3,9857,9857,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/EastMountain,Unit 249,1636 Monty Road,90353,0xE6100000010C41EF8D21004C4040C1BFAD60C0B657C0,PO Box 9064,Maeville,90353,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
331,531,"Wingtip Toys (Omer, MI)",401,3,2,2261,2262,3,25424,25424,NULL,2013-01-01,0.0,0,0,7,(231) 555-0100,(231) 555-0101,,,http://www.wingtiptoys.com/Omer,Shop 261,1855 Mitra Avenue,90228,0xE6100000010CCC74F9201506464041070209AFF654C0,PO Box 9586,Grasuville,90228,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
332,532,"Wingtip Toys (Waycross, GA)",401,3,2,2263,2264,3,36179,36179,NULL,2013-01-01,0.0,0,0,7,(229) 555-0100,(229) 555-0101,,,http://www.wingtiptoys.com/Waycross,Suite 98,1275 Haldar Street,90743,0xE6100000010C5B86EE48AB363F40EB4C463AA89654C0,PO Box 2485,Mittalville,90743,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
333,533,"Wingtip Toys (Nichols Hills, OK)",401,3,2,2265,2266,3,24349,24349,NULL,2013-01-01,0.0,0,0,7,(405) 555-0100,(405) 555-0101,,,http://www.wingtiptoys.com/NicholsHills,Shop 131,880 Mannik Lane,90128,0xE6100000010C1955F9EB04C74140C7A7DC51A76458C0,PO Box 3675,Pauletville,90128,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
334,534,"Wingtip Toys (Plaquemine, LA)",401,3,2,2267,2268,3,27232,27232,NULL,2013-01-01,0.0,0,0,7,(225) 555-0100,(225) 555-0101,,,http://www.wingtiptoys.com/Plaquemine,Shop 79,384 Yadav Boulevard,90520,0xE6100000010CDC51F75C014A3E4090920D5AFECE56C0,PO Box 2805,Linnaville,90520,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
335,535,"Wingtip Toys (Triadelphia, WV)",401,3,2,2269,2270,3,34411,34411,NULL,2013-01-01,0.0,0,0,7,(304) 555-0100,(304) 555-0101,,,http://www.wingtiptoys.com/Triadelphia,Suite 212,599 Huiting Lane,90747,0xE6100000010CDCD1A4B9BA0644404F7F51DD372854C0,PO Box 1209,Rozitisville,90747,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
336,536,"Wingtip Toys (Ferney, SD)",401,3,2,2271,2272,3,11491,11491,NULL,2013-01-01,0.0,0,0,7,(605) 555-0100,(605) 555-0101,,,http://www.wingtiptoys.com/Ferney,Shop 270,289 Ahmadi Crescent,90461,0xE6100000010CAE68CE554EAA4640B4A95F8E438658C0,PO Box 9815,Rautville,90461,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
337,537,"Wingtip Toys (Akhiok, AK)",401,3,2,2273,2274,3,242,242,NULL,2013-01-01,0.0,0,0,7,(907) 555-0100,(907) 555-0101,,,http://www.wingtiptoys.com/Akhiok,Unit 246,1280 Tran Boulevard,90197,0xE6100000010C5B4645F707794C4084C76DEA724563C0,PO Box 9003,Zareville,90197,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
338,538,"Wingtip Toys (Deeson, MS)",401,3,2,2275,2276,3,8751,8751,NULL,2013-01-01,0.0,0,0,7,(228) 555-0100,(228) 555-0101,,,http://www.wingtiptoys.com/Deeson,Unit 247,391 Lanctot Lane,90338,0xE6100000010C5279E008F702414070F48CD802B756C0,PO Box 8260,Buecekville,90338,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
339,539,"Wingtip Toys (Nuangola, PA)",401,3,2,2277,2278,3,24898,24898,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/Nuangola,Shop 258,148 Dellucci Boulevard,90156,0xE6100000010C49D74CBED993444069C70DBF9BFE52C0,PO Box 3745,Ghoshville,90156,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
340,540,"Wingtip Toys (Weld, ME)",401,3,2,2279,2280,3,36322,36322,NULL,2013-01-01,0.0,0,0,7,(207) 555-0100,(207) 555-0101,,,http://www.wingtiptoys.com/Weld,Shop 237,540 Buresova Road,90031,0xE6100000010C33969F0A6E5946408CD0741BF99A51C0,PO Box 1029,Sontiville,90031,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
341,541,"Wingtip Toys (Mickleton, NJ)",401,3,2,2281,2282,3,22020,22020,NULL,2013-01-01,0.0,0,0,7,(201) 555-0100,(201) 555-0101,,,http://www.wingtiptoys.com/Mickleton,Unit 107,1679 Modi Lane,90751,0xE6100000010CD190966F22E5434055736F3436CF52C0,PO Box 1588,Rajuville,90751,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
342,542,"Wingtip Toys (Schererville, IN)",401,3,2,2283,2284,3,30790,30790,NULL,2013-01-01,0.0,0,0,7,(219) 555-0100,(219) 555-0101,,,http://www.wingtiptoys.com/Schererville,Unit 147,147 Hadrabova Street,90457,0xE6100000010CFC1FBB664DBD4440CFC0C8CB1ADD55C0,PO Box 4708,Lindville,90457,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
343,543,"Wingtip Toys (Lexington Heights, MI)",401,3,2,2285,2286,3,19338,19338,NULL,2013-01-01,0.0,0,0,7,(231) 555-0100,(231) 555-0101,,,http://www.wingtiptoys.com/LexingtonHeights,Shop 234,390 Korjus Road,90067,0xE6100000010C321C74AECD9C4540F63EFACB93A154C0,PO Box 5784,Charltonville,90067,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
344,544,"Wingtip Toys (Broomtown, AL)",401,3,2,2287,2288,3,4278,4278,NULL,2013-01-01,0.0,0,0,7,(205) 555-0100,(205) 555-0101,,,http://www.wingtiptoys.com/Broomtown,Unit 39,1028 Carrillo Boulevard,90717,0xE6100000010C627A0CA0292E414039ACBA58626155C0,PO Box 3367,Chirilaville,90717,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
345,545,"Wingtip Toys (Jamison, IA)",401,3,2,2289,2290,3,16891,16891,NULL,2013-01-01,0.0,0,0,7,(319) 555-0100,(319) 555-0101,,,http://www.wingtiptoys.com/Jamison,Unit 90,1984 Esposito Road,90010,0xE6100000010CFCD357A1928F444043C13170656E57C0,PO Box 9202,Radanville,90010,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
346,546,"Wingtip Toys (Key Biscayne, FL)",401,3,2,2291,2292,3,17632,17632,NULL,2013-01-01,0.0,0,0,7,(239) 555-0100,(239) 555-0101,,,http://www.wingtiptoys.com/KeyBiscayne,Shop 226,1642 Jantunen Crescent,90085,0xE6100000010C5FCFD72C97B1394093BEB5B86B0A54C0,PO Box 3368,Huqville,90085,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
347,547,"Wingtip Toys (Chaseley, ND)",401,3,2,2293,2294,3,6115,6115,NULL,2013-01-01,0.0,0,0,7,(701) 555-0100,(701) 555-0101,,,http://www.wingtiptoys.com/Chaseley,Suite 211,1666 Semjonov Lane,90066,0xE6100000010CA75604A4A2B94740A8F11CDB7CF458C0,PO Box 769,Jozicville,90066,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
348,548,"Wingtip Toys (Indian Creek, IL)",401,3,2,2295,2296,3,16469,16469,NULL,2013-01-01,0.0,0,0,7,(217) 555-0100,(217) 555-0101,,,http://www.wingtiptoys.com/IndianCreek,Unit 40,63 Celmina Road,90610,0xE6100000010CDB9CEF4C0D1D45406E2EA3FDB4FE55C0,PO Box 4965,Yektaville,90610,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
349,549,"Wingtip Toys (Lake Ronkonkoma, NY)",401,3,2,2297,2298,3,18446,18446,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.wingtiptoys.com/LakeRonkonkoma,Suite 131,576 Sedlar Road,90437,0xE6100000010CFCB84780E46A44409660CCF1654852C0,PO Box 3313,Saulitisville,90437,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
350,550,"Wingtip Toys (Morrison Bluff, AR)",401,3,2,2299,2300,3,23026,23026,NULL,2013-01-01,0.0,0,0,7,(479) 555-0100,(479) 555-0101,,,http://www.wingtiptoys.com/MorrisonBluff,Shop 284,645 Khalsa Boulevard,90682,0xE6100000010C0B2AAA7EA5B14140A0916346D36157C0,PO Box 3218,Nastaseville,90682,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
351,551,"Wingtip Toys (Huntingburg, IN)",401,3,2,2301,2302,3,16239,16239,NULL,2013-01-01,0.0,0,0,7,(219) 555-0100,(219) 555-0101,,,http://www.wingtiptoys.com/Huntingburg,Unit 7,833 Pasek Boulevard,90434,0xE6100000010C7832EEBC43264340617193AC1EBD55C0,PO Box 158,Lucchesiville,90434,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
352,552,"Wingtip Toys (Shay, PA)",401,3,2,2303,2304,3,31266,31266,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/Shay,Suite 140,1587 Olofsson Boulevard,90759,0xE6100000010C01440B1A445E44408D1656E01ADD53C0,PO Box 5222,Klavinsville,90759,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
353,553,"Wingtip Toys (Helotes, TX)",401,3,2,2305,2306,3,15143,15143,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Helotes,Unit 237,1534 Milano Lane,90119,0xE6100000010CA5E7CC2CF8933D40E1C4A1C824AC58C0,PO Box 7611,Dupuyville,90119,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
354,554,"Wingtip Toys (Hollandsburg, IN)",401,3,2,2307,2308,3,15726,15726,NULL,2013-01-01,0.0,0,0,7,(219) 555-0100,(219) 555-0101,,,http://www.wingtiptoys.com/Hollandsburg,Unit 234,1014 Shuler Avenue,90683,0xE6100000010C23BBD23252E1434025C9737D9FC455C0,PO Box 4186,Stolinovaville,90683,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
355,555,"Wingtip Toys (Liberty Grove, MD)",401,3,2,2309,2310,3,19368,19368,NULL,2013-01-01,0.0,0,0,7,(240) 555-0100,(240) 555-0101,,,http://www.wingtiptoys.com/LibertyGrove,Shop 177,1754 Kaskar Avenue,90204,0xE6100000010CA607AAEBF5D34340A1E76047AD0753C0,PO Box 4568,Utjesenovicville,90204,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
356,556,"Wingtip Toys (Morita, TX)",401,3,2,2311,2312,3,22984,22984,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Morita,Suite 54,598 Ilic Road,90222,0xE6100000010CA2B9A9DC9F1740409F4D582C8F6859C0,PO Box 6900,Atitarnville,90222,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
357,557,"Wingtip Toys (New Laguna, NM)",401,3,2,2313,2314,3,24007,24007,NULL,2013-01-01,0.0,0,0,7,(505) 555-0100,(505) 555-0101,,,http://www.wingtiptoys.com/NewLaguna,Suite 185,1687 Ornlamai Lane,90761,0xE6100000010C8ED59C723B8541406AAD1EE601DB5AC0,PO Box 5434,Dasville,90761,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
358,558,"Wingtip Toys (Bourneville, OH)",401,3,2,2315,2316,3,3663,3663,NULL,2013-01-01,0.0,0,0,7,(216) 555-0100,(216) 555-0101,,,http://www.wingtiptoys.com/Bourneville,Unit 10,158 Lieu Lane,90164,0xE6100000010C11154FE218A443406E19CB4F05CA54C0,PO Box 5478,Kundzinaville,90164,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
359,559,"Wingtip Toys (Mendoza, TX)",401,3,2,2317,2318,3,21821,21821,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Mendoza,Unit 42,1448 Brasseur Boulevard,90420,0xE6100000010C377172BF43013E40CA390C41E96B58C0,PO Box 4120,sahinville,90420,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
360,560,"Wingtip Toys (Palmas del Mar, PR)",401,3,2,2319,2320,3,26010,26010,NULL,2013-01-01,0.0,0,0,7,(787) 555-0100,(787) 555-0101,,,http://www.wingtiptoys.com/PalmasdelMar,Suite 72,148 ChÃ¡vez Street,90167,0xE6100000010C2E41A1F9F7143240FD4CBD6E117350C0,PO Box 6944,safranekville,90167,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
361,561,"Wingtip Toys (Marion Junction, AL)",401,3,2,2321,2322,3,21002,21002,NULL,2013-01-01,0.0,0,0,7,(205) 555-0100,(205) 555-0101,,,http://www.wingtiptoys.com/MarionJunction,Shop 88,1444 Leigh Crescent,90078,0xE6100000010C6E52D158FB3740409F82B2DF49CF55C0,PO Box 3698,ChÃ¡vezville,90078,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
362,562,"Wingtip Toys (Ware Shoals, SC)",401,3,2,2323,2324,3,35861,35861,NULL,2013-01-01,0.0,0,0,7,(803) 555-0100,(803) 555-0101,,,http://www.wingtiptoys.com/WareShoals,Suite 47,940 Rosberg Street,90181,0xE6100000010C12C71572003341408C289254CB8F54C0,PO Box 136,Ornlamaiville,90181,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
363,563,"Wingtip Toys (Lostine, OR)",401,3,2,2325,2326,3,20047,20047,NULL,2013-01-01,0.0,0,0,7,(458) 555-0100,(458) 555-0101,,,http://www.wingtiptoys.com/Lostine,Shop 82,931 Mitra Lane,90287,0xE6100000010CF2892B1D62BE46408F615FFC7E5B5DC0,PO Box 7890,Karacaville,90287,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
364,564,"Wingtip Toys (Tilleda, WI)",401,3,2,2327,2328,3,34060,34060,NULL,2013-01-01,0.0,0,0,7,(262) 555-0100,(262) 555-0101,,,http://www.wingtiptoys.com/Tilleda,Suite 174,1968 Necesana Street,90240,0xE6100000010CF72CBE57636846401EA27664513A56C0,PO Box 8495,Pokornaville,90240,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
365,565,"Wingtip Toys (Wapiti, WY)",401,3,2,2329,2330,3,35831,35831,NULL,2013-01-01,0.0,0,0,7,(307) 555-0100,(307) 555-0101,,,http://www.wingtiptoys.com/Wapiti,Shop 266,899 Valentova Road,90344,0xE6100000010CB01985C9F93B4640E10B93A9025C5BC0,PO Box 739,Stejskalovaville,90344,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
366,566,"Wingtip Toys (Amado, AZ)",401,3,2,2331,2332,3,689,689,NULL,2013-01-01,0.0,0,0,7,(480) 555-0100,(480) 555-0101,,,http://www.wingtiptoys.com/Amado,Unit 175,593 Mokkapati Road,90107,0xE6100000010CF6F46CB136B53F40BFFA2E5B21C45BC0,PO Box 7450,Araujoville,90107,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
367,567,"Wingtip Toys (Jeromesville, OH)",401,3,2,2333,2334,3,17039,17039,NULL,2013-01-01,0.0,0,0,7,(216) 555-0100,(216) 555-0101,,,http://www.wingtiptoys.com/Jeromesville,Suite 42,1876 Bhamidipati Crescent,90184,0xE6100000010CAE940ACFF0664440D3DB9F8B868C54C0,PO Box 6951,Sokkville,90184,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
368,568,"Wingtip Toys (Ovilla, TX)",401,3,2,2335,2336,3,25818,25818,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Ovilla,Suite 158,519 Deslauriers Street,90683,0xE6100000010C853D92376543404083A0489CBA3858C0,PO Box 1982,Lillville,90683,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
369,569,"Wingtip Toys (West Frostproof, FL)",401,3,2,2337,2338,3,36513,36513,NULL,2013-01-01,0.0,0,0,7,(239) 555-0100,(239) 555-0101,,,http://www.wingtiptoys.com/WestFrostproof,Shop 39,692 Barney Lane,90126,0xE6100000010C360186E5CFBB3B409AEED00B526554C0,PO Box 9579,Cuville,90126,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
370,570,"Wingtip Toys (Flomaton, AL)",401,3,2,2339,2340,3,11686,11686,NULL,2013-01-01,0.0,0,0,7,(205) 555-0100,(205) 555-0101,,,http://www.wingtiptoys.com/Flomaton,Suite 168,145 Weitzer Boulevard,90134,0xE6100000010C410C74ED0B003F4022444310B1D055C0,PO Box 7984,Shakibaville,90134,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
371,571,"Wingtip Toys (Pawlet, VT)",401,3,2,2341,2342,3,26379,26379,NULL,2013-01-01,0.0,0,0,7,(802) 555-0100,(802) 555-0101,,,http://www.wingtiptoys.com/Pawlet,Unit 55,279 Flamand Boulevard,90472,0xE6100000010C861BF0F961AC4540707DB328474B52C0,PO Box 9649,Jaramilloville,90472,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
372,572,"Wingtip Toys (Trout Run, PA)",401,3,2,2343,2344,3,34466,34466,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/TroutRun,Unit 190,787 Sarkar Street,90257,0xE6100000010C211109956EB144407C2D4377A44353C0,PO Box 4301,PrabhupÄdaville,90257,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
373,573,"Wingtip Toys (Marin City, CA)",401,3,2,2345,2346,3,20961,20961,NULL,2013-01-01,0.0,0,0,7,(209) 555-0100,(209) 555-0101,,,http://www.wingtiptoys.com/MarinCity,Unit 64,1320 Mittal Boulevard,90449,0xE6100000010CA8AAD0402CEF4240A2C49DC195A05EC0,PO Box 4639,Rehakville,90449,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
374,574,"Wingtip Toys (Molalla, OR)",401,3,2,2347,2348,3,22604,22604,NULL,2013-01-01,0.0,0,0,7,(458) 555-0100,(458) 555-0101,,,http://www.wingtiptoys.com/Molalla,Suite 207,550 Alexandrova Lane,90761,0xE6100000010C6C5F402FDC9246404BEF7618EEA45EC0,PO Box 1722,Ruutliville,90761,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
375,575,"Wingtip Toys (Trumansburg, NY)",401,3,2,2349,2350,3,34512,34512,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.wingtiptoys.com/Trumansburg,Shop 227,178 Bhogireddy Boulevard,90482,0xE6100000010CFFA8F2E2694545406C2D82B5A02A53C0,PO Box 5908,Reuserville,90482,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
376,576,"Wingtip Toys (Goodings Grove, IL)",401,3,2,2351,2352,3,13388,13388,NULL,2013-01-01,0.0,0,0,7,(217) 555-0100,(217) 555-0101,,,http://www.wingtiptoys.com/GoodingsGrove,Shop 156,1428 Mercier Avenue,90512,0xE6100000010C0759BB9289D0444091ECB6B093FB55C0,PO Box 3039,Cuville,90512,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
377,577,"Wingtip Toys (Cherryplain, NY)",401,3,2,2353,2354,3,6238,6238,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.wingtiptoys.com/Cherryplain,Shop 170,1688 Madhunapantula Avenue,90779,0xE6100000010CE80BC62D8B50454004A50D2CEC5652C0,PO Box 6801,Guptaville,90779,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
378,578,"Wingtip Toys (Bell Acres, PA)",401,3,2,2355,2356,3,2436,2436,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/BellAcres,Suite 8,1761 Nastase Avenue,90526,0xE6100000010C32F84553874B444039BF1715A70A54C0,PO Box 4208,Rakusville,90526,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
379,579,"Wingtip Toys (Connoquenessing, PA)",401,3,2,2357,2358,3,7432,7432,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/Connoquenessing,Suite 199,854 Kotadia Crescent,90775,0xE6100000010CDCE2D011AF684440D010E912E90054C0,PO Box 4359,Hrdlickovaville,90775,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
380,580,"Wingtip Toys (Sarversville, PA)",401,3,2,2359,2360,3,30663,30663,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/Sarversville,Shop 55,64 Jaramillo Avenue,90201,0xE6100000010CA6D425E3185C44401E0AB0D95BF053C0,PO Box 184,Mookjaiville,90201,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
381,581,"Wingtip Toys (Munich, ND)",401,3,2,2361,2362,3,23441,23441,NULL,2013-01-01,0.0,0,0,7,(701) 555-0100,(701) 555-0101,,,http://www.wingtiptoys.com/Munich,Shop 283,1167 Thota Street,90334,0xE6100000010CB0AA5E7EA7554840518946D249B558C0,PO Box 6126,Filipovicville,90334,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
382,582,"Wingtip Toys (Montoya, NM)",401,3,2,2363,2364,3,22814,22814,NULL,2013-01-01,0.0,0,0,7,(505) 555-0100,(505) 555-0101,,,http://www.wingtiptoys.com/Montoya,Shop 299,780 Rusl Boulevard,90683,0xE6100000010C42E84592C58C41404E7E8B4E16045AC0,PO Box 2498,Brezeanuville,90683,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
383,583,"Wingtip Toys (Knights Landing, CA)",401,3,2,2365,2366,3,17935,17935,NULL,2013-01-01,0.0,0,0,7,(209) 555-0100,(209) 555-0101,,,http://www.wingtiptoys.com/KnightsLanding,Suite 62,1404 Molnar Road,90400,0xE6100000010C370D9B125A66434028F4FA93F86D5EC0,PO Box 1983,Holyville,90400,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
